Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Huntington Disease,C0020179,AHSA1,10598,O95433,activator of HSP90 ATPase activity 1,,526,0.396,0.923,0.99896,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,PSIP1,11168,O75475,PC4 and SFRS1 interacting protein 1,Signaling,210,0.49,0.846,0.99668,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,WDR5,11091,P61964,WD repeat domain 5,,61,0.619,0.692,0.99978,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,WWP1,11059,Q9H0M0,WW domain containing E3 ubiquitin protein ligase 1,Enzyme,40,0.659,0.577,0.99966,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,CHAT,1103,P28329,choline O-acetyltransferase,Enzyme,230,0.52,0.808,5.63E-11,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,IMMT,10989,Q16891,inner membrane mitochondrial protein,,93,0.576,0.846,0.0133,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CCL27,10850,Q9Y4X3,C-C motif chemokine ligand 27,Signaling,185,0.502,0.846,0.013511,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CPLX2,10814,Q6PUV4,complexin 2,,22,0.736,0.231,0.52601,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,CERS1,10715,P27544,ceramide synthase 1,,49,0.638,0.385,0.096618,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,CETP,1071,P11597,cholesteryl ester transfer protein,,188,0.512,0.731,1.19E-23,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,CPQ,10404,Q9Y646,carboxypeptidase Q,Enzyme,87,0.579,0.769,1.32E-14,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,TUBB4B,10383,P68371,tubulin beta 4B class IVb,Cellular structure,46,0.65,0.654,0.80877,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,SEMA3A,10371,Q14563,semaphorin 3A,Signaling,202,0.5,0.808,0.9779,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,NR1H3,10062,Q13133,nuclear receptor subfamily 1 group H member 3,Nuclear receptor,102,0.566,0.692,0.90374,0.01,,1,1,2,2019,2019
Huntington Disease,C0020179,MIR4488,100616470,,microRNA 4488,,2,1,0.115,,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,TMX2-CTNND1,100528016,,TMX2-CTNND1 readthrough (NMD candidate),,138,0.538,0.769,,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,TUNAR,100507043,,TCL1 upstream neural differentiation-associated RNA,,7,0.839,0.231,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,ECT,100379198,,centralopathic epilepsy,,62,0.626,0.423,,0.01,,1,1,0,1996,1996
Huntington Disease,C0020179,MIR1247,100302145,,microRNA 1247,,60,0.604,0.5,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,TIMM23,100287932,O14925,translocase of inner mitochondrial membrane 23,,13,0.78,0.462,0.0049452,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,HDAC6,10013,Q9UBN7,histone deacetylase 6,Epigenetic regulator,288,0.465,0.846,1,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MIR942,100126331,,microRNA 942,,26,0.695,0.5,,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,GDNF-AS1,100861519,,GDNF antisense RNA 1,,8,0.861,0.115,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,PDIA6,10130,Q15084,protein disulfide isomerase family A member 6,,25,0.7,0.462,0.24911,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,APC2,10297,O95996,APC regulator of WNT signaling pathway 2,,108,0.582,0.654,0.99994,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,DNAJA2,10294,O60884,DnaJ heat shock protein family (Hsp40) member A2,,10,0.839,0.308,0.99796,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,CDKN2A,1029,P42771;Q8N726,cyclin dependent kinase inhibitor 2A,,1314,0.3,0.885,0.39474,0.01,,1,1,0,1986,1986
Huntington Disease,C0020179,CBSL,102724560,P0DN79;P35520,cystathionine beta-synthase like,,129,0.54,0.808,,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,CDKN1B,1027,P46527,cyclin dependent kinase inhibitor 1B,,454,0.409,0.769,0.62376,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,CDKN1A,1026,P38936,cyclin dependent kinase inhibitor 1A,,490,0.403,0.769,0.0018575,0.01,,1,1,0,2000,2000
Huntington Disease,C0020179,CDK9,1025,P50750,cyclin dependent kinase 9,Kinase,204,0.498,0.769,8.89E-05,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ADAM10,102,O14672,ADAM metallopeptidase domain 10,,224,0.489,0.846,1,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,PSME3,10197,P61289,proteasome activator subunit 3,,78,0.587,0.654,0.99714,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,ZGLP1,100125288,P0C6A0,zinc finger GATA like protein 1,,186,0.512,0.808,0.3868,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CHRM1,1128,P11229,cholinergic receptor muscarinic 1,G-protein coupled receptor,68,0.653,0.577,0.99059,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,DBH,1621,P09172,dopamine beta-hydroxylase,,202,0.511,0.846,3.34E-10,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CFAP54,144535,Q96N23,cilia and flagella associated protein 54,,2,0.931,0.192,3.74E-41,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CSH1,1442,P0DML2;P0DML3,chorionic somatomammotropin hormone 1,Signaling,105,0.566,0.808,2.13E-05,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,CSF1R,1436,P07333,colony stimulating factor 1 receptor,Kinase,356,0.448,0.808,0.13278,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,CSE1L,1434,P55060,chromosome segregation 1 like,Enzyme modulator,163,0.521,0.808,1,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MAPK14,1432,Q16539,mitogen-activated protein kinase 14,Kinase,626,0.379,0.923,0.37466,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,CS,1431,O75390,citrate synthase,Enzyme,87,0.59,0.654,0.98402,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PARP1,142,P09874,poly(ADP-ribose) polymerase 1,,565,0.389,0.923,0.00033366,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CRYAB,1410,P02511,crystallin alpha B,,200,0.515,0.731,0.02247,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,CRK,1398,P46108,"CRK proto-oncogene, adaptor protein",,544,0.394,0.923,0.95936,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,IL34,146433,Q6ZMJ4,interleukin 34,,103,0.56,0.769,0.55444,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,CTAA1,1483,,"cataract, anterior polar 1",,106,0.568,0.731,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,DAXX,1616,Q9UER7,death domain associated protein,,137,0.544,0.692,0.098633,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,DAB2,1601,P98082,DAB adaptor protein 2,Signaling,107,0.565,0.731,0.40701,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,ZDHHC15,158866,Q96MV8,zinc finger DHHC-type palmitoyltransferase 15,,9,0.792,0.269,0.83968,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,CYP3A4,1576,P08684,cytochrome P450 family 3 subfamily A member 4,Enzyme,291,0.462,0.885,5.80E-11,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CYBB,1536,P04839,cytochrome b-245 beta chain,Ion channel,343,0.452,0.885,0.99904,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,ERFE,151176,Q4G0M1,erythroferrone,Extracellular structure,44,0.647,0.538,0.0025225,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CTNND1,1500,O60716,catenin delta 1,Cellular structure,196,0.5,0.808,0.99999,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PDIK1L,149420,Q8N165,PDLIM1 interacting kinase 1 like,Kinase,138,0.534,0.769,0.26436,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,HJV,148738,Q6ZVN8,hemojuvelin BMP co-receptor,,71,0.621,0.654,0.0042363,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CRH,1392,P06850,corticotropin releasing hormone,Signaling,402,0.439,0.808,0.71614,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,ATF2,1386,P15336,activating transcription factor 2,Transcription factor,122,0.551,0.808,0.99131,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,ADORA2B,136,P29275,adenosine A2b receptor,G-protein coupled receptor,66,0.617,0.692,1.77E-05,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CLCN1,1180,P35523,chloride voltage-gated channel 1,Ion channel,67,0.641,0.423,3.25E-20,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MRGPRX4,117196,Q96LA9,MAS related GPR family member X4,G-protein coupled receptor,166,0.531,0.923,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MRGPRX3,117195,Q96LB0,MAS related GPR family member X3,G-protein coupled receptor,167,0.529,0.923,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,ADCYAP1R1,117,P41586,ADCYAP receptor type I,G-protein coupled receptor,118,0.561,0.769,7.23E-10,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,H3P10,115482713,,H3 histone pseudogene 10,,769,0.35,0.846,,0.01,,1,1,0,1986,1986
Huntington Disease,C0020179,CARD16,114769,Q5EG05,caspase recruitment domain family member 16,,30,0.695,0.615,0.38275,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,NLRP3,114548,Q96P20,NLR family pyrin domain containing 3,,805,0.361,0.962,0.00081103,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,MGLL,11343,Q99685,monoglyceride lipase,Enzyme,125,0.564,0.731,0.020016,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,LINC02605,112935892,,long intergenic non-protein coding RNA 2605,,203,0.49,0.769,,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,GSTO2,119391,Q9H4Y5,glutathione S-transferase omega 2,,53,0.631,0.692,2.61E-09,0.01,,1,1,1,2004,2004
Huntington Disease,C0020179,CNTN1,1272,Q12860,contactin 1,,81,0.599,0.577,0.15131,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,GPR151,134391,Q8TDV0,G protein-coupled receptor 151,G-protein coupled receptor,169,0.53,0.923,3.23E-08,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,PPARGC1B,133522,Q86YN6,PPARG coactivator 1 beta,Transcription factor,102,0.569,0.731,0.50321,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,ADM,133,P35318,adrenomedullin,Signaling,405,0.436,0.808,0.040831,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,KLF6,1316,Q99612,Kruppel like factor 6,Nucleic acid binding,204,0.501,0.846,0.97946,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CD200R1,131450,Q8TD46,CD200 receptor 1,,70,0.623,0.769,4.31E-09,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,COMT,1312,P21964,catechol-O-methyltransferase,Enzyme,622,0.4,0.923,1.14E-06,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,OSR1,130497,Q8TAX0,odd-skipped related transcription factor 1,Transcription factor,77,0.603,0.615,0.86296,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,COL11A2,1302,P13942,collagen type XI alpha 2 chain,,399,0.435,0.846,0.70197,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,COL4A2,1284,P08572,collagen type IV alpha 2 chain,,131,0.563,0.654,3.58E-15,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PNKP,11284,Q96T60,polynucleotide kinase 3'-phosphatase,,163,0.553,0.692,3.66E-14,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,NOS1,4842,P29475,nitric oxide synthase 1,,521,0.408,0.885,1,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,MUTYH,4595,Q9UIF7,mutY DNA glycosylase,Enzyme,156,0.521,0.769,1.26E-18,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,MTRR,4552,Q9UBK8,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,207,0.502,0.808,2.18E-14,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,MTR,4548,Q99707,5-methyltetrahydrofolate-homocysteine methyltransferase,,245,0.482,0.808,2.43E-12,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,MTNR1A,4543,P48039,melatonin receptor 1A,G-protein coupled receptor,79,0.59,0.808,7.23E-07,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,CYTB,4519,P00156,cytochrome b,,166,0.529,0.808,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1X,4501,P80297,metallothionein 1X,,55,0.619,0.692,0.00093353,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1L,4500,Q93083,"metallothionein 1L, pseudogene",,49,0.633,0.692,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1M,4499,Q8N339,metallothionein 1M,,58,0.617,0.692,0.0043473,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1JP,4498,,"metallothionein 1J, pseudogene",,76,0.588,0.731,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,PPP1R12A,4659,O14974,protein phosphatase 1 regulatory subunit 12A,,59,0.626,0.615,1,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,NAIP,4671,Q13075,NLR family apoptosis inhibitory protein,,53,0.636,0.654,0.00016166,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,NNAT,4826,Q16517,neuronatin,,50,0.633,0.538,0.40136,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,ACO1,48,P21399,aconitase 1,Enzyme,53,0.628,0.577,3.83E-18,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,NFATC4,4776,Q14934,nuclear factor of activated T cells 4,Transcription factor,33,0.691,0.538,0.8679,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,NEUROD1,4760,Q13562,neuronal differentiation 1,Enzyme,135,0.543,0.808,0.77109,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,NEK1,4750,Q96PY6,NIMA related kinase 1,Kinase,131,0.575,0.769,1.91E-25,0.01,,1,1,1,2019,2019
Huntington Disease,C0020179,NEFH,4744,P12036,neurofilament heavy,,120,0.588,0.769,2.67E-12,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,ATHS,470,,atherosclerosis susceptibility (lipoprotein associated),,112,0.551,0.769,,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,NDUFA1,4694,O15239,NADH:ubiquinone oxidoreductase subunit A1,,74,0.636,0.423,0.55315,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,ATF4,468,P18848,activating transcription factor 4,,178,0.507,0.769,0.015659,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,MT1H,4496,P80294,metallothionein 1H,,49,0.638,0.654,0.0063432,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1G,4495,P13640,metallothionein 1G,,64,0.604,0.731,0.032173,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1F,4494,P04733,metallothionein 1F,,52,0.628,0.654,0.046878,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,FOXO4,4303,P98177,forkhead box O4,,84,0.588,0.769,0.81332,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ACHE,43,P22303,acetylcholinesterase (Cartwright blood group),Enzyme,418,0.445,0.885,0.99827,0.01,,1,1,0,1994,1994
Huntington Disease,C0020179,MLF1,4291,P58340,myeloid leukemia factor 1,Signaling,37,0.666,0.385,4.40E-09,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,KITLG,4254,P21583,KIT ligand,,249,0.473,0.885,0.85024,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,MAP3K1,4214,Q13233,mitogen-activated protein kinase kinase kinase 1,Kinase,136,0.538,0.731,0.99998,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,MECP2,4204,P51608,methyl-CpG binding protein 2,Epigenetic regulator,664,0.414,0.846,0.89382,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MCL1,4170,Q07820,"MCL1 apoptosis regulator, BCL2 family member",Signaling,375,0.43,0.808,0.96349,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MC1R,4157,Q01726,melanocortin 1 receptor,G-protein coupled receptor,183,0.524,0.808,8.11E-11,0.01,,1,1,1,2017,2017
Huntington Disease,C0020179,MBL2,4153,P11226,mannose binding lectin 2,Receptor,563,0.39,0.846,0.0026836,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MMP14,4323,P50281,matrix metallopeptidase 14,Enzyme,340,0.447,0.769,0.99522,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MNAT1,4331,P51948,MNAT1 component of CDK activating kinase,Enzyme modulator,131,0.539,0.846,1.31E-12,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MT1E,4493,P04732,metallothionein 1E,,104,0.569,0.769,0.031344,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1B,4490,P07438,metallothionein 1B,,89,0.585,0.731,0.0053775,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MT1A,4489,P04731,metallothionein 1A,,128,0.537,0.808,0.0044674,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MSX1,4487,P28360,msh homeobox 1,Transcription factor,180,0.525,0.731,0.16517,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,MSN,4478,P26038,moesin,Cellular structure,140,0.534,0.769,0.99967,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MIR196B,442920,,microRNA 196b,,100,0.561,0.731,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,GPR166P,442206,,G protein-coupled receptor 166 pseudogene,,165,0.531,0.923,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,VN1R17P,441931,Q8TDU5,vomeronasal 1 receptor 17 pseudogene,,167,0.529,0.923,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,CD200,4345,P41217,CD200 molecule,,149,0.529,0.769,0.41359,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,STS,412,P08842,steroid sulfatase,Enzyme,382,0.431,0.846,0.80886,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,NOS2,4843,P35228,nitric oxide synthase 2,,783,0.364,0.923,4.03E-15,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,POU5F1,5460,Q01860,POU class 5 homeobox 1,,328,0.441,0.846,0.95371,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,PEX7,5191,O00628,peroxisomal biogenesis factor 7,,100,0.603,0.615,8.18E-13,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,GHRL,51738,Q9UBU3,ghrelin and obestatin prepropeptide,,183,0.517,0.769,1.39E-11,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,NUB1,51667,Q9Y5A7,negative regulator of ubiquitin like proteins 1,,11,0.792,0.308,0.00039037,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,PDK3,5165,Q15120,pyruvate dehydrogenase kinase 3,Kinase,51,0.678,0.5,0.44547,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,SIRT6,51548,Q8N6T7,sirtuin 6,Epigenetic regulator,195,0.496,0.846,0.039119,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,PDE1B,5153,Q01064,phosphodiesterase 1B,,18,0.769,0.423,0.33646,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,NCKIPSD,51517,Q9NZQ3,NCK interacting protein with SH3 domain,,62,0.612,0.577,0.00022309,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,UBR5,51366,O95071,ubiquitin protein ligase E3 component n-recognin 5,,73,0.597,0.654,1,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PCP4,5121,P48539,Purkinje cell protein 4,,36,0.682,0.423,0.0021696,0.01,,1,1,0,1998,1998
Huntington Disease,C0020179,PF4,5196,P02776,platelet factor 4,Signaling,158,0.522,0.846,0.043062,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PGD,5226,P52209,phosphogluconate dehydrogenase,Enzyme,86,0.576,0.769,0.98788,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,ATRX,546,P46100,ATRX chromatin remodeler,,412,0.452,0.808,1,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,DDIT4,54541,Q9NX09,DNA damage inducible transcript 4,,92,0.576,0.769,0.00068309,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,IMMTP1,54045,,inner membrane mitochondrial protein pseudogene 1,,8,0.805,0.423,,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PMS2,5395,P54278,"PMS1 homolog 2, mismatch repair system component",Nucleic acid binding,244,0.484,0.808,4.52E-27,0.01,,1,1,1,2016,2016
Huntington Disease,C0020179,S1PR5,53637,Q9H228,sphingosine-1-phosphate receptor 5,G-protein coupled receptor,20,0.716,0.462,0.15713,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,HDL3,53369,,Huntington-like neurodegenerative disorder 2,,35,0.663,0.423,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,PLCG1,5335,P19174,phospholipase C gamma 1,Enzyme,116,0.564,0.692,7.93E-05,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PITX3,5309,O75364,paired like homeodomain 3,,93,0.585,0.692,0.81276,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SERPINB6,5269,P35237,serpin family B member 6,Enzyme modulator,128,0.547,0.769,0.00011009,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,HSPA14,51182,Q0VDF9,heat shock protein family A (Hsp70) member 14,,178,0.502,0.769,0.67359,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,AADAT,51166,Q8N5Z0,aminoadipate aminotransferase,Enzyme,19,0.76,0.269,0.14641,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,CHCHD2,51142,Q9Y6H1,coiled-coil-helix-coiled-coil-helix domain containing 2,,57,0.638,0.538,1.73E-07,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,NTF3,4908,P20783,neurotrophin 3,Signaling,170,0.519,0.808,0.93201,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,NT5E,4907,P21589,5'-nucleotidase ecto,Enzyme,376,0.436,0.885,2.29E-11,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,NRGN,4900,Q92686,neurogranin,,69,0.608,0.615,0.4819,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SLC11A2,4891,P49281,solute carrier family 11 member 2,Transporter,99,0.566,0.769,0.0066528,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,NPY5R,4889,Q15761,neuropeptide Y receptor Y5,G-protein coupled receptor,32,0.691,0.462,0.0063686,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,ATP2A2,488,P16615,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,Transporter,159,0.529,0.808,0.99945,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,NPPA,4878,P01160,natriuretic peptide A,,217,0.505,0.769,0.00054522,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,NPM1,4869,P06748,nucleophosmin 1,Chaperone,283,0.464,0.846,0.99816,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,NPC1,4864,O15118,NPC intracellular cholesterol transporter 1,Transporter,220,0.518,0.692,6.54E-06,0.01,,1,1,0,2000,2000
Huntington Disease,C0020179,OPA1,4976,O60313,OPA1 mitochondrial dynamin like GTPase,Enzyme modulator,236,0.51,0.846,0.98636,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ACO2,50,Q99798,aconitase 2,Enzyme,74,0.619,0.654,0.20791,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PCNA,5111,P12004,proliferating cell nuclear antigen,Nucleic acid binding,581,0.382,0.846,0.97606,0.01,,1,1,0,2003,2003
Huntington Disease,C0020179,PCM1,5108,Q15154,pericentriolar material 1,,44,0.644,0.615,3.71E-16,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,PCBP1,5093,Q15365,poly(rC) binding protein 1,Enzyme,49,0.65,0.538,0.90945,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,PC,5091,P11498,pyruvate carboxylase,Enzyme,183,0.515,0.808,0.013834,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,PRKN,5071,O60260,parkin RBR E3 ubiquitin protein ligase,Enzyme,409,0.431,0.846,6.93E-07,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,PAM,5066,P19021,peptidylglycine alpha-amidating monooxygenase,Enzyme,155,0.542,0.692,6.93E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PAEP,5047,P09466,progestagen associated endometrial protein,Enzyme,397,0.43,0.846,3.11E-08,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,P2RX7,5027,Q99572,purinergic receptor P2X 7,Ion channel,337,0.45,0.808,3.33E-11,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,ALDH7A1,501,P49419,aldehyde dehydrogenase 7 family member A1,Enzyme,141,0.551,0.769,1.39E-22,0.01,,1,1,0,1991,1991
Huntington Disease,C0020179,PNP,4860,P00491,purine nucleoside phosphorylase,Enzyme,161,0.527,0.885,7.00E-06,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,ASIC1,41,P78348,acid sensing ion channel subunit 1,Ion channel,52,0.653,0.615,0.93017,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,MCIDAS,345643,D6RGH6,multiciliate differentiation and DNA synthesis associated cell cycle protein,,119,0.566,0.769,0.013264,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,HRES1,3272,P13985,HTLV-1 related endogenous sequence,,54,0.636,0.615,,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,HPCA,3208,P84074,hippocalcin,,24,0.76,0.385,0.6783,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,HNF4A,3172,P41235,hepatocyte nuclear factor 4 alpha,Nuclear receptor,340,0.461,0.808,0.15285,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,HMGB1,3146,P09429,high mobility group box 1,Nucleic acid binding,724,0.368,0.923,0.82035,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,HLA-DPB1,3115,P04440,"major histocompatibility complex, class II, DP beta 1",Immune response,324,0.453,0.923,5.33E-10,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,HLA-C,3107,P10321,"major histocompatibility complex, class I, C",,435,0.415,0.846,1.57E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,UBE2K,3093,P61086,ubiquitin conjugating enzyme E2 K,,58,0.631,0.654,0.98621,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,HIF1A,3091,Q16665,hypoxia inducible factor 1 subunit alpha,Transcription factor,1044,0.327,0.923,0.9777,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,HDAC2,3066,Q92769,histone deacetylase 2,Epigenetic regulator,257,0.476,0.846,0.99997,0.01,,1,1,0,2008,2008
